Cement_component_1,Blast Furnace Slag_component_2,Fly_Ash_component_3,Water_component_4,Superplasticizer_component_5,Coarse_Aggregate_component_6,Fine_Aggregate_component_7,Age_day,prediction
305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.68,56.746833333333335
305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.56,27.192499999999995
200.0,0.0,192.0,0.0,927.4,839.2,3.0,6.88,27.026
192.0,0.0,192.0,0.0,932.0,717.8,90.0,50.53,59.61066666666667
133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.17,38.59400000000001
133.0,0.0,192.0,0.0,965.4,806.2,28.0,30.44,52.18650000000001
166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.73,27.034499999999998
183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.32,27.034499999999998
102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.32,44.99633333333335
133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.25,59.68333333333332
173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.28,27.034499999999998
116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.1,50.37633333333334
166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.96,52.74683333333335
203.5,0.0,203.5,0.0,965.4,631.0,90.0,54.6,59.325666666666656
288.0,0.0,192.0,0.0,929.8,716.1,7.0,21.48,43.575
236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.69,27.026
102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.37,27.095999999999993
212.0,0.0,203.5,0.0,971.8,748.5,90.0,39.66,57.77700000000001
173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.09,27.034499999999998
212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.83,27.026
183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.35,27.034499999999998
250.2,0.0,203.5,0.0,975.6,692.6,90.0,43.57,58.794999999999995
305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.86,59.77866666666666
0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85,23.572999999999997
0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24,28.543
0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.83,33.201499999999996
0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.76,31.016666666666662
0.0,0.0,192.0,0.0,1012.0,830.0,120.0,38.7,39.84066666666667
0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.31,27.690499999999997
0.0,0.0,192.0,0.0,1025.0,821.0,7.0,17.44,28.543
0.0,0.0,192.0,0.0,1025.0,821.0,28.0,31.74,33.201499999999996
0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91,43.332333333333345
0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.38,39.84066666666667
0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87,27.690499999999997
0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.01,18.6455
0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.61,33.201499999999996
0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.66,43.332333333333345
0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.86,39.84066666666667
0.0,0.0,186.0,0.0,1119.0,789.0,7.0,12.05,23.572999999999997
0.0,0.0,186.0,0.0,1119.0,789.0,28.0,17.54,30.075
0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91,30.188
0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.18,30.625
0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.96,33.592499999999994
0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.89,48.66516666666668
0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.28,47.012333333333345
0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.94,39.748666666666665
0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.5,27.690499999999997
0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.44,30.625
0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.64,23.1185
0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.06,30.430999999999994
0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21,34.6785
0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.94,39.935500000000005
0.0,0.0,200.0,0.0,1125.0,613.0,28.0,44.09,45.83150000000001
0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61,46.404
0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76,45.45483333333333
0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.31,46.885833333333345
0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.66,48.143000000000015
0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62,44.173666666666676
0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.17,44.173666666666676
0.0,0.0,203.0,0.0,974.0,775.0,7.0,18.13,30.188
0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53,30.625
0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.34,33.201499999999996
0.0,0.0,203.0,0.0,974.0,775.0,56.0,29.98,31.016666666666662
0.0,0.0,203.0,0.0,974.0,775.0,90.0,31.35,31.016666666666662
0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72,28.214666666666666
0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.27,18.6455
0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.7,27.690499999999997
0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.22,30.738
0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.92,33.201499999999996
0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35,33.201499999999996
0.0,0.0,192.0,0.0,978.0,825.0,180.0,39.0,39.11933333333334
0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24,41.969000000000015
0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.99,27.690499999999997
0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52,23.572999999999997
0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.0,30.738
0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42,39.748666666666665
0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.47,23.572999999999997
0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.44,30.625
0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16,30.188
0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84,33.201499999999996
0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.8,27.690499999999997
0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.18,30.625
0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54,30.075
0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2,27.690499999999997
0.0,0.0,192.0,0.0,1085.0,765.0,28.0,21.65,30.075
0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39,31.016666666666662
0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52,23.572999999999997
0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26,27.690499999999997
0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.45,33.201499999999996
0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.23,43.332333333333345
0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.13,30.188
0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72,33.201499999999996
0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.49,43.332333333333345
0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05,39.11933333333334
0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.13,41.969000000000015
0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.13,30.075
0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74,28.214666666666666
0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.92,41.798666666666676
0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22,42.73733333333335
0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04,38.85000000000001
0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.16,38.85000000000001
0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.64,47.25416666666667
0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71,23.572999999999997
0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69,30.075
0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.65,33.201499999999996
0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.11,30.188
0.0,0.0,192.0,0.0,940.0,758.0,28.0,39.58,39.748666666666665
0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79,47.012333333333345
0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.0,30.738
0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42,39.748666666666665
0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.47,23.572999999999997
0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69,30.075
0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.99,27.690499999999997
0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.92,33.201499999999996
0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.68,31.016666666666662
0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.33,39.11933333333334
0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11,39.11933333333334
0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.8,34.6785
0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42,47.30066666666667
0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4,45.30633333333334
0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94,45.30633333333334
0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78,42.73733333333335
0.0,0.0,189.0,0.0,1125.0,613.0,270.0,67.11,41.798666666666676
0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77,30.075
0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.18,30.625
0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.59,28.214666666666666
0.0,0.0,203.0,0.0,974.0,817.0,28.0,21.75,30.075
0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.09,39.748666666666665
0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.39,30.738
0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51,50.062333333333335
0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.99,49.26133333333333
105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.17,46.4965
190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.76,42.16583333333334
144.0,112.0,220.0,10.0,923.0,658.0,28.0,16.5,37.69533333333332
115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.99,39.100666666666655
178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.35,48.05233333333334
143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.69,36.87766666666666
0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.42,22.572333333333333
140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.42,52.48383333333332
0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05,37.10366666666667
149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.68,38.28499999999999
239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.86,53.13983333333332
143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.3,46.19866666666667
0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12,29.27466666666667
0.0,184.0,167.0,12.0,991.0,772.0,28.0,15.57,22.723833333333335
167.0,130.0,174.0,11.0,883.0,785.0,28.0,44.61,49.21033333333334
137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52,56.17937499999998
164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21,56.51966666666667
187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.91,53.397666666666666
129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82,53.203500000000005
97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.4,49.04783333333333
0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.03,29.558666666666664
243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36,44.345833333333346
188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.84,43.724
0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.64,45.718
0.0,126.0,210.0,6.0,861.0,737.0,28.0,40.06,40.225
121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94,49.732
166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23,49.071666666666665
0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.87,39.2025
207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.3,56.50383333333333
149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42,53.09316666666666
0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.09,24.8855
0.0,113.0,170.0,10.0,925.0,783.0,28.0,38.46,42.1235
0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.26,40.046
164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.23,48.8855
121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13,53.708166666666656
0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.87,30.01416666666667
111.0,86.0,195.0,6.0,833.0,790.0,28.0,41.54,54.45149999999999
250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45,44.32433333333334
260.0,0.0,183.0,13.0,859.0,827.0,28.0,37.91,42.11516666666667
116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.28,49.732
0.0,116.0,196.0,10.0,818.0,813.0,28.0,31.18,30.9435
139.0,109.0,193.0,6.0,892.0,780.0,28.0,23.69,45.916333333333334
187.0,0.0,176.0,11.0,990.0,789.0,28.0,32.76,34.90316666666667
100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.4,39.334
92.0,71.0,247.0,6.0,853.0,695.0,28.0,28.63,53.0105
0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.8,41.80049999999999
183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28,30.726666666666677
230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.06,53.06450000000001
0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.42,30.9565
210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.03,53.06450000000001
145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.39,53.62766666666666
0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.18,27.395999999999997
145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.56,45.41033333333333
133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.44,51.513999999999996
236.0,0.0,176.0,13.0,847.0,893.0,28.0,32.96,35.974666666666664
0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.84,27.388666666666666
145.0,113.0,178.0,8.0,867.0,824.0,28.0,26.23,45.41033333333333
0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95,27.944
0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.68,39.2025
145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.01,40.538333333333334
111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.72,49.997
0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.54,18.273500000000002
0.0,185.0,167.0,16.0,1074.0,678.0,28.0,13.46,22.6005
0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.24,29.287666666666667
118.0,92.0,183.0,7.0,953.0,780.0,28.0,23.52,46.05683333333333
169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72,48.04066666666667
101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77,50.09233333333334
161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44,46.01066666666667
120.0,0.0,168.0,7.0,970.0,794.0,28.0,40.93,51.24316666666666
0.0,0.0,182.0,3.0,986.0,817.0,28.0,44.86,48.71966666666667
0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.2,21.720000000000002
237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43,44.825833333333335
170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.87,46.394333333333336
170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61,52.48016666666666
0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.46,22.208000000000002
183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.79,31.374666666666673
0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29,22.808
112.0,87.0,178.0,10.0,910.0,745.0,28.0,39.42,45.97583333333334
145.0,113.0,179.0,8.0,869.0,690.0,28.0,46.23,52.902999999999984
145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.52,56.33216666666668
173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.74,44.2565
136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14,45.916333333333334
0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.52,24.291
117.0,91.0,191.0,7.0,946.0,666.0,28.0,43.57,56.74399999999999
0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.86,29.90016666666667
145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05,50.39533333333333
184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.99,41.6815
134.0,0.0,195.0,6.0,924.0,760.0,28.0,46.24,54.50916666666667
175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.92,52.81350000000001
0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.54,22.012000000000004
0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.1,24.97499999999999
162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.07,38.61866666666667
0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.74,18.371
99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.8,52.1235
207.0,172.0,216.0,10.0,822.0,638.0,28.0,39.84,52.759541666666664
196.0,98.0,199.0,6.0,847.0,783.0,28.0,26.97,53.955000000000005
163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.23,47.89183333333333
214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.65,54.14300000000001
214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05,49.800333333333334
153.0,194.0,192.0,8.0,935.0,623.0,28.0,24.58,43.784666666666666
105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91,43.871666666666655
209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.88,56.964666666666666
15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.34,33.886500000000005
174.0,185.0,228.0,7.0,845.0,612.0,28.0,24.34,44.34516666666666
187.0,195.0,185.0,7.0,898.0,636.0,28.0,23.89,47.80616666666666
86.0,190.0,213.0,6.0,923.0,623.0,28.0,22.93,43.75216666666667
178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41,50.11316666666667
91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.63,52.7915
0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.8,41.80049999999999
183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.29,30.726666666666677
230.5,0.0,202.5,3.4,827.0,871.8,28.0,32.72,53.06450000000001
0.0,106.7,221.4,10.5,819.2,778.4,28.0,31.42,30.9565
210.2,0.0,195.7,3.1,949.4,795.3,28.0,28.94,53.06450000000001
145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.93,49.03366666666667
0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.18,27.976
145.0,113.0,178.5,8.0,1001.9,688.7,28.0,25.56,45.41033333333333
132.6,103.3,200.3,7.4,916.0,753.4,28.0,36.44,50.66799999999999
236.0,0.0,175.8,12.6,846.8,892.7,28.0,32.96,35.70666666666667
0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.84,27.388666666666666
145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.23,45.41033333333333
0.0,136.6,158.1,16.1,1001.8,830.1,28.0,17.96,27.944
0.0,137.9,199.0,10.8,801.1,792.5,28.0,38.63,39.2025
144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.01,40.538333333333334
110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.72,49.997
0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.54,18.273500000000002
0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.46,22.6005
0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.25,30.132666666666665
117.6,91.7,182.9,7.1,953.4,780.3,28.0,23.52,46.05683333333333
169.4,142.7,190.7,8.4,967.4,643.5,28.0,29.73,48.08983333333333
100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77,50.09233333333334
160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.45,46.01066666666667
119.7,0.0,168.3,7.2,970.4,794.2,28.0,40.93,51.24316666666666
0.0,0.0,181.9,3.4,985.8,816.8,28.0,44.87,48.71966666666667
0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.2,21.720000000000002
236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43,45.218833333333336
170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.87,47.38583333333334
169.6,0.0,194.9,8.1,811.0,802.3,28.0,56.62,52.48016666666666
0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.46,22.808
183.4,0.0,193.3,9.1,877.2,867.7,28.0,23.79,31.374666666666673
0.0,165.7,180.2,10.0,961.0,804.9,28.0,13.29,22.808
112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.42,45.97583333333334
145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.23,52.902999999999984
144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.52,56.33216666666668
172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.74,43.871500000000005
136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.15,45.07033333333333
0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.53,24.291
116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.58,56.74399999999999
0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.87,29.453166666666668
145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.05,50.39533333333333
183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.99,40.92666666666667
133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.25,56.589666666666666
175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.92,52.81350000000001
0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.54,22.592000000000006
0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.1,24.97499999999999
161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.07,38.631666666666675
0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.74,18.7215
98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.8,52.09816666666667
105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.17,46.4965
190.1,148.1,178.8,18.8,838.1,741.4,28.0,33.76,42.16583333333334
144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.5,37.69533333333332
114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.99,44.60016666666666
178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.35,48.05233333333334
142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.22,42.92820833333334
0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42,22.572333333333333
139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.42,52.48383333333332
0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.06,37.10366666666667
148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.68,38.28499999999999
238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.86,53.40933333333332
142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.3,46.19866666666667
0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12,29.27466666666667
0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.57,22.959333333333337
166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.61,49.21033333333334
137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.52,56.17937499999998
164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.22,56.51966666666667
187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.91,54.66516666666668
128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.83,50.795
97.1,75.6,193.8,8.3,835.5,821.4,28.0,33.4,49.200833333333335
0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.03,29.558666666666664
243.5,0.0,180.3,10.7,1022.0,697.7,28.0,37.36,44.239833333333344
188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.31,43.724
0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.64,45.718
0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.06,40.225
120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.8,47.316333333333326
166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.24,56.97466666666668
0.0,141.6,193.3,11.0,801.4,778.4,28.0,40.87,39.2025
206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.31,56.16933333333334
148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.43,53.762166666666666
0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.09,24.457
0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.46,42.276500000000006
0.0,127.9,182.5,11.5,870.1,779.7,28.0,37.27,38.856
163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.23,49.338499999999996
121.0,0.0,177.4,7.0,907.9,829.5,28.0,42.14,53.708166666666656
0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.88,30.01416666666667
111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.54,54.45149999999999
250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.46,44.32433333333334
259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.92,41.847166666666666
116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.28,53.9505
0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.18,30.9565
139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.7,46.13483333333334
186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.77,34.90316666666667
100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.4,49.36616666666667
540.0,0.0,0.0,1040.0,676.0,28.0,79.99,,30.018166666666666
540.0,0.0,0.0,1055.0,676.0,28.0,61.89,,30.018166666666666
332.5,142.5,0.0,932.0,594.0,270.0,40.27,,42.52633333333334
332.5,142.5,0.0,932.0,594.0,365.0,41.05,,41.85883333333333
198.6,132.4,0.0,978.4,825.5,360.0,44.3,,38.331166666666675
266.0,114.0,0.0,932.0,670.0,90.0,47.03,,35.00183333333333
380.0,95.0,0.0,932.0,594.0,365.0,43.7,,36.86916666666666
380.0,95.0,0.0,932.0,594.0,28.0,36.45,,34.36
266.0,114.0,0.0,932.0,670.0,28.0,45.85,,34.99466666666667
475.0,0.0,0.0,932.0,594.0,28.0,39.29,,30.018166666666666
198.6,132.4,0.0,978.4,825.5,90.0,38.07,,37.7615
198.6,132.4,0.0,978.4,825.5,28.0,28.02,,34.27633333333334
427.5,47.5,0.0,932.0,594.0,270.0,43.01,,36.88283333333332
190.0,190.0,0.0,932.0,670.0,90.0,42.33,,41.4245
304.0,76.0,0.0,932.0,670.0,28.0,47.81,,34.80583333333333
380.0,0.0,0.0,932.0,670.0,90.0,52.91,,29.825666666666667
139.6,209.4,0.0,1047.0,806.9,90.0,39.36,,38.90216666666667
342.0,38.0,0.0,932.0,670.0,365.0,56.14,,42.545
380.0,95.0,0.0,932.0,594.0,90.0,40.56,,34.75033333333333
475.0,0.0,0.0,932.0,594.0,180.0,42.62,,29.542333333333335
427.5,47.5,0.0,932.0,594.0,180.0,41.84,,34.93783333333333
139.6,209.4,0.0,1047.0,806.9,28.0,28.24,,37.971333333333334
